,Season,Episode,Character,Dialouge
101,7,2,Pam,  I am I am the office administrator
102,7,2,Window treatment guy, Can I show you a few samples
103,7,2,Pam, Oh were not interested Were not interested at all
104,7,2,Pam, There are a few ways to get promoted One is to wait for an opening and apply for it Thats the main way But this could work
105,7,2,Michael, Toby can I really tell you anything
106,7,2,Toby, Of course
107,7,2,Michael, Well the other night I was sitting at the table eating my pen1s I mean peas That was weird Aaaah weird I think that was  I was probed By an alien life form An ALF Alf you know I might have actually been probed by Alf You might think hes a puppet You never see the lower half But there is a lower half
108,7,2,Oscar, Office Administrator So when did this happen
109,7,2,Pam, A few months ago I was talking to someone at corporate who isnt there anymore and I think the paperwork just got lost in the shuffle Can you believe that
110,7,2,Oscar, Yeah totally Well congrats
111,7,2,Pam, Thanks Yeah so Im just going to take care of things around the office and get paid a reasonable salary You believe that right
112,7,2,Oscar, Totally thats great
113,7,2,Pam, I get paid 40000 per year
114,7,2,Oscar, Great
115,7,2,Pam, Maybe 50000
116,7,2,Oscar,50000
117,7,2,Pam, No not 50000 41000 I think 41500
118,7,2,Oscar, Thats great
119,7,2,Jim, Before me stands your coworker Dwight Kurt Schrute Dwight show them all sides Turn around Now today we need your help turning Dwight into a gentleman
120,7,2,Andy, A gentleman who is a rich snob who will go into shopping malls and drop huge amounts of cash on clothes
121,7,2,Stanley, Is he still doing his boycott
122,7,2,Jim, No this is instead of the boycott Yeah
123,7,2,Kelly, You shirt and tie are disgustobarfo
124,7,2,Jim, Agreed
125,7,2,Dwight, Really
126,7,2,Oscar, Maybe something not so monochromatic Not so matching
127,7,2,Dwight, Wait Less matching to appear more rich
128,7,2,Ryan, The glasses are a little 
129,7,2,Pam, I liked them
130,7,2,Kelly, I thought they were kind of cute
131,7,2,Ryan, Yeah I liked them too
132,7,2,Dwight, I cant see
133,7,2,Darryl, Say stuff like Good morning Good Afternoon People appreciate that
134,7,2,Dwight, Wait I see you every day Can I say Good month
135,7,2,Darryl, Im telling you how to do this man
136,7,2,Andy, If someone offers you a cocktail accept but keep your wits about you
137,7,2,Angel, Please and thank you go a long way
138,7,2,Dwight, Copy Thank you
139,7,2,Angela, Thank you
140,7,2,Dwight, Please
141,7,2,Andy,  I think hes got it
142,7,2,Michael, And I was raised by wolves I was 25 years old before I saw my first human being Wait is it a full moon tonight 
143,7,2,Toby, Come on Michael Those are all fake stories
144,7,2,Michael, Yes Yes They are all fake stories What sort of twisted mind would come up with weird stories like that  Three hours Were half way done
145,7,2,Toby, Oh
146,7,2,Pam, Hey do you have a second
147,7,2,Gabe, Yeah
148,7,2,Pam, Well as I am sure you know for the past few months Ive been the Office Administrator Since right before you guys took over
149,7,2,Gabe, Right of course
150,7,2,Pam, And I havent gotten paid yet Im not blaming you
151,7,2,Gabe, Thank you so much
152,7,2,Pam, I just think somebody lost the paperwork
153,7,2,Gabe, Oh boy Can you get every department heads signature on this so I can back this up to corporate
154,7,2,Pam, Yes Absolutely Right away
155,7,2,Toby, You know what Michael Youre right You win This is pointless Were not getting anywhere I got a bunch of fun stuff in case my daughter ever comes over Why dont we just run out the clock by playing games drawing some pictures talking
156,7,2,Andy, 
157,7,2,Jim, We present to you for your comments and approval Dwight K Shrute
158,7,2,Phyllis, Go get em Dwight
159,7,2,Jim, Wish us luck
160,7,2,Dwight, Thank you
161,7,2,Erin, Dwight 
162,7,2,Erin, Disposable cameras are fun although it does seem wasteful and you dont ever get to see your pictures If its an important even that you want to remember I recommend using a real camera But I dont care if I forget today
163,7,2,Toby, We can play something more complicated if you like
164,7,2,Michael, This is plenty complicated
165,7,2,Toby, So you have played it before
166,7,2,Michael, Ive played it once or twice with Jeff
167,7,2,Toby, Whos Jeff
168,7,2,Michael, Jeff was my mothers boyfriend who she married
169,7,2,Toby, So her husband your stepdad
170,7,2,Michael, Yeah Yeah I guess I never thought about it that way though
171,7,2,Toby, Did you guys do much stuff together
172,7,2,Michael, Yeah You know what He took me to a baseball game once I remember It was weird though They took the pitcher out of the game I felt really bad because the pitcher wasnt able to play with his friends anymore But Jeff said that the manager was making a really good move by taking the pitcher out He really respected the manager
173,7,2,Toby, Its working Im doing it
174,7,2,Angela, 
175,7,2,Dwight, What
176,7,2,Angela, My place tonight Wear this 
177,7,2,Dwight, Do you have your card
178,7,2,Angela, Yes Dont forget the pipe
179,7,2,Toby, Its really sad that your dog ran away Why did it keep you from going to the park
180,7,2,Michael, I was afraid I would find him in the park playing with another kid
181,7,2,Toby, Why
182,7,2,Michael, I guess thats why I thought he ran away in the first place To find a kid he liked better
183,7,2,Toby, Dogs dont do that
184,7,2,Michael, Right Why would a dog do that Thats silly
185,7,2,Toby, I dont know
186,7,2,Michael, When I hear myself say it it sounds ridiculous But Ive never said it out loud so
187,7,2,Toby, Its very important for you to be liked isnt it
188,7,2,Michael, Well lets not get too This isnt a counseling session Ok Son of a gn Son of a bitch Wow Ok
189,7,2,Toby, Im just trying to help you Michael
190,7,2,Michael, You Bitch God Youre very helpful arent you You try to help everybody Do you want to play another game
191,7,2,Toby, I just want to
192,7,2,Michael, You are good But you know what You cant help people You couldnt help your marriage You lose I dont need your help Nobody needs your help Nobody wants it You cant help anybody I dont need your help Am I going to make you cry
193,7,2,Toby,  Just fill them out any way you want
194,7,2,Michael, Ok
195,7,2,Toby, Ill have Erin fax them back to corporate
196,7,2,Michael, Youll do   ok Filled out Good Thank you doctor Take two of these  and call me in the morning
197,7,2,Pam, Hey Michael um about three months ago I was talking to 
198,7,2,Pam, There are a lot of one person departments here so theres a lot of department heads But Im off to a good start Oh man If I could pull this off it will be scam of all scams And yet very helpful to everyone
199,7,2,Gabe, So Corporate got your evaluations and they want me to check is that really how you feel about Michaels situation
200,7,2,Toby, Yes
201,7,2,Gabe, That is not how it seems to me
202,7,2,Toby, He seems fine
203,7,2,Gabe, You marked severe in all the categories including at risk for homicidal behavior
204,7,2,Toby, Heh
205,7,2,Darryl, I saw a TLC show on Kate Walshs home office All corkboard
206,7,2,Pam, We can do that
207,7,2,Darryl, Right in here
208,7,2,Pam, Easily
209,7,2,Gabe, Im back Ha ha Pam perfect I was hoping to talk to the office administrator about a little office administration problem
210,7,2,Pam, But of course
211,7,2,Gabe, Great
212,7,2,Gabe, The problem unfortunately is about the office administrator I have gone through everything for the past three years There is nothing that says you are the office administrator
213,7,2,Pam, So weird that there is no paperwork
214,7,2,Gabe, At all
215,7,2,Pam, Although like unlikely things happen all the time My best friend in High School she went to Australia Canberra I think and she met this guy who lived only two streets away in America
216,7,2,Gabe, Pam I dont want to accuse you of anything I just want everything to be back the way its supposed to be Can you just admit admit
217,7,2,Pam, Admit what
218,7,2,Gabe, I dont want to say it
219,7,2,Pam, Say it
220,7,2,Gabe, Mmhmm
221,7,2,Pam, Say that Im lying or say that I have the job Make a definitive statement Gabe
222,7,2,Gabe, Statements of such nature while they have their place are overused in a competitive business environment
223,7,2,Pam, Great Well Let me know if you need a new chair or anything that an Office Administrator can handle
224,7,2,Gabe, Will do Can I get one of those name plates that says Gabe Lewis
225,7,2,Pam, Sure Anything else
226,7,2,Gabe, Nope
227,7,2,Pam, Ill get it right away
228,7,2,Pam,00 AM you play the opponent Not the cards
229,7,2,Jim, Is that what you were here for A crystal wizard I like it
230,7,2,Dwight, It is a pewter wizard holding a crystal
231,7,2,Jim, Wait a second You know you cant buy that now right And I can come back and get it for you later But Im saying right now we cant do that
232,7,2,Dwight, Because Im here for one thing Revenge
233,7,2,Jim, Thats it
234,7,2,Salesman, Let me know if I can help you with anything
235,7,2,Dwight, Excuse me sir
236,7,2,Salesman, Yes
237,7,2,Dwight, I was here yesterday and you refused to wait on me
238,7,2,Salesman, I remember yes Im terribly sorry about that
239,7,2,Dwight, You work on commission dont you
240,7,2,Jim, Stop stop stop
241,7,2,Salesman, No we dont
242,7,2,Jim, Did you just say you remember him
243,7,2,Salesman, Of course but he looks much less threatening now
244,7,2,Jim, What does that mean
245,7,2,Salesman, We had a safety concern Um we very politely indicated that hed be welcome back
246,7,2,Dwight, Good Morning
247,7,2,Salesman, If he were in accordance with our dress policy
248,7,2,Dwight, What
249,7,2,Salesman, But the blood stained hands
250,7,2,Dwight, It was beet juice I am a beet farmer idi
251,7,2,Salesman, Im very sorry
252,7,2,Dwight, Good sir I happen to have been working a very long day When I came to you fine establishment You are such a Im gonna Ok Listen You cant treat Thank you Good morning sir
253,7,2,Jim, Lets just go
254,7,2,Dwight, You made a big mistake Huge
255,7,2,Jim, There it is Alright
256,7,2,Dwight, Aaah
257,7,2,Jim, Thats pretty good
258,7,2,Andy, After you
259,7,2,Dwight,  Ill take the wizard
260,7,2,Salesman, Oh ok
261,7,2,Michael, You forged them You forged the forms
262,7,2,Toby, You filled them in and faxed them yourself
263,7,2,Michael, Yes
264,7,2,Toby, You remember that
265,7,2,Michael, Yes but you had me so worked up that I made a mistake
266,7,2,Toby, Unless part of you made that mistake on purpose
267,7,2,Michael, You dont make a mistake on purpose Toby Then it is no longer a mistake Gabe He messed it up He messed up the forms I bet  I mess everything up so I can fix it and keep my job Bah Good thing Im here cause I do nothing I make everybody nervous  Ah ok Got your notebook Alright Alright lets bang this out Lets do it to it
0,7,3,Erin, Andy 
1,7,3,Jim, Yes 
2,7,3,Erin, Did you write this
3,7,3,Andy, No
4,7,3,Erin, Who did
5,7,3,Andy, Steven Sondheim
6,7,3,Erin, Who is he 
7,7,3,Angela, What the hell is happening
8,7,3,Andy, The Demon Barber of Fleet Street We open in a couple weeks at the Loose Screw Playhouse here in Scranton and today just doing a wee bit of viral marketing
9,7,3,Michael,  That was amazing That was awesome I auditioned for this When did the cast list go up
10,7,3,Andy, Like a month ago
11,7,3,Michael, Really They didnt call me Who am I playing Andy
12,7,3,Andy, Two comps For my lady and her Gabe Its closing night Tomorrow we have to give the theater over to the Scrantons Miss Fitness pageant
13,7,3,Erin, I am so excited But I just need one Gabe cant come Sorry
14,7,3,Andy, What Thats awful Everyones gonna miss that guy
15,7,3,Andy, Gabe is not coming which is huge because my plan is to make Erin fall back in love with me tonight Women cannot resist a man singing show tunes Its so powerful even a lot of men cant resist a man singing show tunes
16,7,3,Erin, Oh who else is going
17,7,3,Andy, Everyone
18,7,3,Erin, Gabe seemed to think no one was going
19,7,3,Andy, What kind of terrible rumor monger is Gabe He is woefully misinformed all right Excuse me clink clink clink clink everybody Youre all coming to my show tonight right
20,7,3,Michael, Andy what times the show
21,7,3,Andy, 8pm sharp
22,7,3,Michael, How long is it
23,7,3,Andy, Hour fortyfive
24,7,3,Michael, Nope cant make it
25,7,3,Michael, They say that no one can take your pride but the people who cast Andys play they took mine
26,7,3,Andy, Jim Pam you guys are in right
27,7,3,Pam, Oh we wanted to but our sitter just fell through Im really sorry
28,7,3,Andy, Dwight
29,7,3,Dwight, Uh no thank you Last time I went to the theater a man dressed as a cat sat on my lap
30,7,3,Andy, It would mean so much to me if you came to my show tonight
31,7,3,Michael, I cant Andy its too hard ThatsI put everything I had into that audition Do you understand that
32,7,3,Andy, If it makes you feel any better no one who auditioned for the part of Sweeney Todd got that part They had to bring in a ringer
33,7,3,Michael, Wow
34,7,3,Andy, This guys like worldclass You should not feel bad Im asking you thespian to thespian Will you please be the bigger man and come to my show
35,7,3,Michael, I wish I could Andy but I cant I have plans that night Im going to see a friend in a play called Sweeney Todd Youre that friend Im going to see your play
36,7,3,Andy, Noishe
37,7,3,Michael, And scene
38,7,3,Angela, Listen I would like you to take me to Andys play tonight
39,7,3,Dwight, Please waste of time You know what Lets just knock this out right now Disrobe
40,7,3,Dwight, Angela Dont like her anymore Not attracted to her anymore Just contractually obligated to make a baby with her
41,7,3,Dwight, Give me the punch card
42,7,3,Angela, No If you want to punch the punch card you have to take me to the show
43,7,3,Dwight, That is not in the contract
44,7,3,Angela, Well theres a lot of gray area in that clause Do you want to remediate
45,7,3,Dwight, Alright fine Ill go to your little show but Im not wearing a cape
46,7,3,Angela, Thank you
47,7,3,Angela, Dwight and I have a contractual agreement to procreate five times plain and simple And should he develop feelings for me well that would be permissible under item 7C clause 2 so I would not object 
48,7,3,Andy, Hey how are those salads
49,7,3,Jim, Its my own fault
50,7,3,Andy, My parents used to scramble to find babysitters so they could take my younger brother to do stuff I understand how hard it can be I justtonight if you could
51,7,3,Pam, Well keep looking
52,7,3,Andy, Yes
53,7,3,Jim, Really
54,7,3,Pam, I mean who knows Maybe I have a niece my family never told me about
55,7,3,Andy, Oh my gosh that would be amazing
56,7,3,Pam, Yeah
57,7,3,Jim, For a lot of reasons
58,7,3,Andy, Yeah I know Neiche
59,7,3,Michael, Oh hey guys
60,7,3,Stanley, You brought balloons to a play
61,7,3,Michael, I did because I am being the bigger man and balloons are bigger than flowers
62,7,3,Phyllis, Its nice like Up
63,7,3,Michael, Yes
64,7,3,Usher, Excuse me are you the guy who did an entire Law  Order episode for his audition
65,7,3,Michael, Nope
66,7,3,Andy, Guys
67,7,3,All, Hey Andy
68,7,3,Andy, You all made it thank you so much
69,7,3,Jim, You should actually thank Erin shes the one who agreed to babysit
70,7,3,Andy, Shes babysitting
71,7,3,Erin, I really wanted to see Andys play because hes so so talented But Ive been trying to get in the babysitting game forever The thirteenyearolds in this town have a complete monopoly Its almost like a babysitters club
72,7,3,Andy, I understand This is like huge opportunity for her
73,7,3,Michael,  This is ridiculous Youd think theyd discourage people from bringing in balloons
74,7,3,Darryl, Hey I think this guy playing Sweeney Todd is my plumber
75,7,3,Michael, No Darryl This guys a worldclass actor He doesnt daylight as your plumber
76,7,3,Darryl, No its my plumber Says so in his bio Apparently the director discovered him doing karaoke Its his first play He didnt even audition
77,7,3,Michael, Are you kidding me
78,7,3,Darryl, Shhh If we dont listen to the overture we wont recognize the musical themes when they come back later
79,7,3,Michael, All right Im sorry God
80,7,3,Usher, Excuse me I think you may be in the wrong seats 
81,7,3,Kelly, Ooooh
82,7,3,Dwight,  I work with that guy
83,7,3,Angela,  Ugh Theres gum on the seat and now its on my work skirt I have to go change
84,7,3,Dwight, Too bad Im not gonna explain anything that you miss
85,7,3,Angela, Oh Dwight just move
86,7,3,Dwight,  His names Andy Hes a terrible salesman
87,7,3,Kelly, What time is it 
88,7,3,Shelby, Michael Shelby Thomas Weemes the director
89,7,3,Michael, Hello
90,7,3,Shelby, I promise you that if you keep auditioning with similar gusto
91,7,3,Michael, Okay
92,7,3,Shelby, We are going to find a production with a role for Michael Scott
93,7,3,Michael, Okay
94,7,3,Shelby, Yes
95,7,3,Michael, Yes
96,7,3,Shelby, Good
97,7,3,Michael, Good
98,7,3,Shelby, Enjoy the second act
99,7,3,Michael, You enjoy the second act
100,7,3,Shelby, Have a refreshment
101,7,3,Michael, Thank you You too 
102,7,3,Angela, Come on Dwight
103,7,3,Dwight, Why are you dressed like a seed catalogue model
104,7,3,Angela, These are just my dirty old gardening clothes They were all that I had in my car
105,7,3,Dwight, Lets go
106,7,3,Pam, Hey Erin its Pam How ya doing No no dont put Cece on the phone because she cant talk yet Okay No I was just calling to see how everythings going Yeah Yeah Its good The play The play is kind of great I mean its fun to hear Andy sing in the appropriate setting Now hes really sorry you couldnt make it too Yeah So thank you so much again Were having a great time Oh theyre flashing the lights so we should go in Thanks Bye Okay so we called And everythings fine
107,7,3,Jim, Everythings fine
108,7,3,Pam, We can relax
109,7,3,Jim, We can relax Lets get our Sweeney on
110,7,3,Meredith,  Michael 
111,7,3,Andy, Just checking my emails See if I got any lastminute break a legs or I still love you type texts Doesnt look like I got anything Maybe on my Facebook wall
112,7,3,Creed,  Unfortunately in this hamfisted production of Sweeney Todd the real terror comes from the vocal performances New paragraph
113,7,3,Andy, Mr Todd Mr Todd I found her
114,7,3,Sweeney Todd, You found Johanna
115,7,3,Andy, That monster of a judge has locked her Locked her away 
116,7,3,Sweeney Todd, Theres a little bird fluttering around Do hope it ceases chirping 
117,7,3,Michael, How is that funny
118,7,3,Sweeney Todd, The bird continues to call Someone please turn off your bird Oh for the loveturn your phone off There are signs
119,7,3,Andy, Oh it appears the bird was in mine own pocket this whole time Hes gone to sleep now Ive closed his beak 
120,7,3,Sweeney Todd, What is the news of my darling daughter Johanna
121,7,3,Andy,  You know what Let me just double check that bird Okay good Its off I mean silenced I silenced it by klling it Ive klled it Im a mrderr Just like you Sweeney Todd See it all connects Not that I know youre a mrderr My character doesnt know that yet But Im suspicious because of all the razors that you have laying around And you spend time alone But youre a barber so thats legit So theres that But
122,7,3,Sweeney Todd,  Where is Johanna
123,7,3,Andy, A madhouse
124,7,3,Sweeney Todd, A madhouse
125,7,3,Andy, Yes a madhouse
126,7,3,Sweeney Todd, A madhouse Johanna is as good as rescued Where do you suppose all the wig makes of London go to obtain their human hair 
127,7,3,Andy, Do you think  so you think 
128,7,3,Sweeney Todd, Foggs Asylum  why not 
129,7,3,Pam, Sounds like Cece
130,7,3,Jim, Okay I think everybody just needs to relax
131,7,3,Pam,  Oh my God Go go
132,7,3,Jim, Oh my God
133,7,3,Andy,  Thats really irresponsible of Erin Shes a terrible babysitter
134,7,3,Erin, I just didnt think that you guys were gonna see us We were just gonna stop by and get some ice cream and then go home
135,7,3,Jim, Okay this was pretty simple
136,7,3,Pam, Why are you here
137,7,3,Jim,  Really all you had to do was play with her for like 30 minutes and then put her to bed
138,7,3,Pam, What possible explanation could you have for possibly being here I dont you know babies shouldnt have ice cream by the way
139,7,3,Erin, Im sorry I just really wanted to see Andy You guys made it sound so unmissable and you set me up with a car seat and everything
140,7,3,Jim, Well the car seat was to take her to the hospital or
141,7,3,Erin, Oh no why would I take her to the hospital
142,7,3,Pam, You know what It doesnt matter It doesnt matter
143,7,3,Erin, Why dont I just take her home and let you guys finish and then you should stay out as late as you want
144,7,3,Jim, No were good Thank you though
145,7,3,Erin, Okay Alright bye Cece
146,7,3,Pam, Okay
147,7,3,Jim, Alright well were never leaving the house again
148,7,3,Pam, Not together
149,7,3,Michael,  Boo Boo
150,7,3,Angela, That was more horrifying than Nunsense
151,7,3,Dwight, All that singing got in the way of some perfectly good mrder
152,7,3,Angela, Wheres my car Come on
153,7,3,Michael, Mmm Fruit is so much better when its dried Ive already eaten like 30 apricots
154,7,3,Sweeney Todd, Darryl
155,7,3,Darryl, Hey
156,7,3,Sweeney Todd, Didnt know you were gonna be here Hows the toilet
157,7,3,Darryl, Silent Look congratulations
158,7,3,Sweeney Todd, Thank you
159,7,3,Darryl, I had no idea This plumber has pipes
160,7,3,Michael, Yeah good job Well done
161,7,3,Sweeney Todd, Youre the guy who booed me
162,7,3,Michael, Hmm No there were a lot of people booing you I wasnt one of em
163,7,3,Sweeney Todd, No I saw you and you were the only one
164,7,3,Michael, Get your eyes checked chucklehead
165,7,3,Creed, Be cool Michael I saw this guy kll a bunch of people Good work
166,7,3,Sweeney Todd, Thank you
167,7,3,Darryl, You didnt have to boo him
168,7,3,Michael, Well he was getting a lot of applause and I just didnt think it was indicative of how people were really feeling
169,7,3,Darryl, How would you like it if we booed you
170,7,3,Michael, That would never happen
171,7,3,Darryl, Boo Boo
172,7,3,Michael, Okay I appreciate the feedback
173,7,3,Darryl, Boo Boo
174,7,3,Michael, I dont like that at all
175,7,3,Andy, Are you ready
176,7,3,Erin, Yes Oh Im so scared Okay kll me Just kll me kll me
177,7,3,Andy,  Ah Blood everywhere
178,7,3,Erin, Oh no Im so glad were hanging out again outside of work
179,7,3,Andy, Yeah me too
180,7,3,Erin, Okay I kll you now
181,7,3,Andy, Okay
182,7,3,Dwight, All right lets do this
183,7,3,Angela, No actually Dwight I didnt realize how far this walk was and IIm exhausted
184,7,3,Dwight, Its okay I smell
185,7,3,Angela, No no no no I think I just want to go home but its okay This can count as one of your times
186,7,3,Dwight, No no no Contractually were obligated to have sx
187,7,3,Angela, Well I wont tell if you dont
188,7,3,Dwight, I will tell I will tell the mediator Whatwhat are you  Ok Oh was that in the way Get rid of it 
189,7,3,Angela, Good night Dwight
190,7,3,Dwight, Good night
191,7,3,Andy, These would have been your seats Best seats in the house Lots of people think it would be the front row but actually right here this is where the speakers converge and the sound just like nails you right here
192,7,3,Erin, This is awesome  Sorry Hi Gabe Yeah I just stopped by Andys cast party to say hi to everyone Oh sure I can pick you up some soup What do you want Thats broth Gabe Okay IIll see you soup  Okay I have to go Thank you so much This is so much fun and Im really sorry that I missed your play but next time Ill be there Or here Right here I promise
193,7,3,Andy, Awesome
194,7,3,Erin, Okay
195,7,3,Andy, See you later
196,7,3,Erin, Thank you
197,7,3,Jim,  Its like The Hurt Locker
198,7,3,Pam, This night was a disaster
199,7,3,Jim, No it was not a disaster It was weird but it wasnt a disaster I think we have like a gift bottle of Irish cream
200,7,3,Pam, Yeah
201,7,3,Jim, We could put that in orange juice
202,7,3,Pam, Get it
203,7,3,Jim, Yeah
204,7,3,Pam, Lets get our juice on
205,7,3,Jim, Yeah
206,7,3,Phyllis, Found him
207,7,3,Michael, Hey whats going on here Postshow blues
208,7,3,Andy, Yeah I guess you could say that
209,7,3,Michael, Yeah I get those every day after work
210,7,3,Phyllis, Your show was really great Andy
211,7,3,Stanley, Interesting subject matter Im surprised you pulled it off
212,7,3,Andy, It was like amateur hour
213,7,3,Oscar, It was an amateur production technically
214,7,3,Michael, Oscar Enough with the sass please God What is wrong with you Andy listen to me Look me in the eye I thought that you were awesome
215,7,3,Andy, Stop just saying that
216,7,3,Michael, I am not just saying that You can trust that I am telling you the truth I booed someone tonight I have no filter And if I thought you were terrible I would have booed And if I thought you had done a better job I would be saying nicer things right now But I thought that you were exactly awesome No better no worse
217,7,3,Andy, Thank you That feels good
218,7,3,Michael, I did not say that to make you feel good I just said it Total integrity
219,7,3,Darryl, Andy sing us another song
220,7,3,Andy, Thanks but I feel like a loner right now
221,7,3,Phyllis, Oh come on Andy you were the highlight
222,7,3,Michael, Come on Andy seriously
223,7,3,All, Andy Andy Andy Andy Andy
224,7,3,Andy, Okay all right all right all right
225,7,3,Andy, 
226,7,3,Michael, In the criminal justice system the people are defended by two separate but equally important groups the police who investigate the crimes and the district attorneys who prosecute the offenders These are their stories Kunkun  Im just a cleaning lady Aah A dead body He wrapped his belt around his own neck It looks like a classic case of autoerotic asphyxiation Yeah looks like everyones tightening their belts in this economy  Last time you saw the victim was he happy Last time I saw this John he washe wasnt a victim if you know what Im talkin about
227,7,3,Shelby, Thanks you
228,7,3,Michael, No that was Im just getting into the first act
0,7,4,Dwight,  Hola hola Necesito une bueno worker Tu esporte Come on  Que QUE
1,7,4,Mexican Man, 
2,7,4,Son, We dont go with that man Ive seen several men go with that man and not come back
3,7,4,Mexican Man, 
4,7,4,Son, Weve lost friends
5,7,4,Mexican Man, 
6,7,4,Son, We dont know what he does with them
7,7,4,Mexican Man, 
8,7,4,Son, I dont want to talk about it anymore
9,7,4,Dwight, I pick up day laborers and tell them theyll get paid at six pm At five forty five a certain INS agent by the name of Mose Schrute throws them in the back of a van drops them off in the middle of Harrisburg and tells them its Canada
10,7,4,Nate, Hola amigo
11,7,4,Dwight, Hola tu es une buena worker
12,7,4,Nate, Si yo muy bueno worker
13,7,4,Dwight, Y el accento donde are you from
14,7,4,Nate, Scranton y before that La Philadelphia
15,7,4,Dwight, You speak English
16,7,4,Nate, Yes Im really good at English
17,7,4,Dwight, Ok good Me too get in the car
18,7,4,Nate,  Okay
19,7,4,Dwight, 
20,7,4,Angela,  Whos this guy by our cars
21,7,4,Dwight, That is my new maintenance worker Nate And youll be happy to know that hes taking care of that hornets nest that youve been griping about
22,7,4,Phyllis, Yeah I got stung up my dress
23,7,4,Dwight, Poor hornet
24,7,4,Dwight,  I left him all the tools he needs This is do or die If he chooses correctly hell conquer the hornets
25,7,4,Ryan, But if he doesnt
26,7,4,Dwight, Hell die
27,7,4,Kelly, What
28,7,4,Andy, Uhh beg your pardon
29,7,4,Dwight, When did the phrase do or die become so corrupted
30,7,4,Nate, 
31,7,4,Kelly, Is that a blow torch
32,7,4,Pam, No No no no 
33,7,4,Dwight, Interesting choice
34,7,4,Pam,  Yes
35,7,4,Andy, Very very smart
36,7,4,Pam, Yeah go away 
37,7,4,Nate, 
38,7,4,Employees except Dwight, No No no
39,7,4,Dwight, A bat Impressive
40,7,4,Andy, Oh its stinging him Ow Ow 
41,7,4,Michel,  Good morning Erin any mustaches I mean messages
42,7,4,Erin,  Terrific
43,7,4,Michael, There are many reasons a man would wear a fake mustache to work  He is a fan of the outrageous He loves to surprise He loves other things as well
44,7,4,Phyllis,  God Wow
45,7,4,Michael,  Look  Its a pimple Phyllis Avrile Lavigne gets them all the time and she rocks harder than anyone alive
46,7,4,Phyllis, Thats no pimple Michael
47,7,4,Michael, You mean cancer
48,7,4,Pam, What No Wait no Definitely not cancer
49,7,4,Pam, Its just good to stop a Michael train of thought early before it derails and destroys the entire town
50,7,4,Meredith, Wait wait wait wait wait Its just a cold sore
51,7,4,Michael, It is
52,7,4,Meredith, Yup just a cold sore
53,7,4,Michael, Just a cold sore thank you Phyllis I dont have acne I have a cold sore I dont even have a cold I dont know how I got it
54,7,4,Kevin, I know how you got it 
55,7,4,Michael, How
56,7,4,Kevin, Michael come on A cold sore is herpes
57,7,4,Michael, What
58,7,4,Pam, Wait What you should do Michael is have a doctor take a look at it Because we really dont know what that is
59,7,4,Meredith, I know tons and tons of people who have herpes I have it myself Thats what it is
60,7,4,Kevin, I never seen herpes on you
61,7,4,Meredith, Because its on my genitals genius
62,7,4,Kevin, You have a pen1s
63,7,4,Andy, Michael have you ever been tested for STDs
64,7,4,Michael, Yeah My last physical when I was forty
65,7,4,Jim, That was like ten years ago
66,7,4,Michael, No It was like four years ago
67,7,4,Kevin, Michael youre at least forty six
68,7,4,Michael, Why at least If youre guessing forty six just say forty six 
69,7,4,Kelly, Can we please talk about how gross Meredith is
70,7,4,Angela, This is what you get when you treat your body like an outhouse
71,7,4,Andy, You know what guys why dont we just chill out on this herpchat Ok I was an REA in college and I can tell you number one sexually transmitted disease is ignorance
72,7,4,Kelly, I guess maybe you should go marry a meth dealer with crabs
73,7,4,Oscar, I dont even wanna know these things
74,7,4,Meredith,  Hey guys 
75,7,4,Michael, How did this happen how did I get this
76,7,4,Dwight, Some eggs can rely dormant in a woman for years they may not even know they have it
77,7,4,Michael, You know what I feel like one of those old timey sailors With the eye patch  Its me own damn fault Woman in every port
78,7,4,Dwight, What port The Jan port The Holly Por
79,7,4,Michael, Dont even Holly was clean Okay If anything I gave it to her
80,7,4,Dwight, You may have
81,7,4,Michael, Oh my God What if I did
82,7,4,Dwight, You need to contact Holly You need to notify her that she is crawling with herpes
83,7,4,Michael, Okay You know what Might Might be crawling with herpes I might have gotten it after her
84,7,4,Dwight, You need to contact every woman youve been with and notify them of your herpes infestation Its the right thing to do
85,7,4,Michael, Theres no way Im gonna do that
86,7,4,Dwight, Then I will
87,7,4,Michael, 
88,7,4,Dwight, No Im no doctor but it seems to me that we all have an obligation to the public health to track down anyone who gives us a disease inform them of it and take overwhelming revenge on that person Again Im no doctor Im just a normal guy who enjoys revenge
89,7,4,Donna,  Hello
90,7,4,Michael, Hi Donna Its Michael
91,7,4,Donna, Michael I didnt think Id here from you How have you been
92,7,4,Michael, I have a disease for which there is no known cure that has been sexually transmitted to me
93,7,4,Donna, Oh no
94,7,4,Michael, I cant even say it HI
95,7,4,Donna, Oh my God
96,7,4,Michael, RPEES
97,7,4,Donna, Wait youre calling to tell me that you have herpes
98,7,4,Michael, No I am calling to see if you gave me herpes Because if you did I would be able to avoid a lot of sucky conversations So you have it right
99,7,4,Donna, Ummm no
100,7,4,Michael, Does your stupid husband have it
101,7,4,Donna, No He doesnt Are you telling me I have to get tested
102,7,4,Michael, Yes I am telling you you have to get tested for herpes Goodbye
103,7,4,Dwight, So long Donna 
104,7,4,Andy, Excuse me everyone can I have your attention please
105,7,4,Stanley, Not again
106,7,4,Andy, What do you mean again
107,7,4,Stanley, Youre always asking for our attention
